well,sample_number,depth,strat_unit,strat_unit_Heederik1988,clay_percentage,0-2_micron,2-4_micron,4-8_micron,8-16_micron,16-25_micron,25-35_micron,35-50_micron,50-63_micron,63-75_micron,75-88_micron,88-105_micron,105-125_micron,125-150_micron,150-177_micron,177-210_micron,210-250_micron,250-300_micron,300-354_micron,354-420_micron,420-500_micron,500-600_micron,600-707_micron,707-850_micron,850-1000_micron,1000-1190_micron,1190-1410_micron,1410-1680_micron,1680-2000_micron,clay_fraction,phi_mean,phi_std,median_grain_size_mu,median_grain_size,kh_nitrogen_mDarcy,kv_nitrogen_mDarcy,helium_porosity,grain_density,porosity,kh,permeability_measured,depth_log,GR,RHOB,DRHO,NPHI,kaolinite_fraction,illite_fraction,smectite_fraction,mixed_layer_fraction,chlorite_fraction,note
AST-02,62,1509.7,NMRFS,"Zand van Berg",0.5,0.5,0.7,1.3,1.2,0.8,0.7,0.7,0.2,3.9,13.9,23,27.1,11.5,12.4,1.5,0.3,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0.005,3.34,0.74,115,0.000115,2740,,37.1,2.64,0.371,2.704169842E-12,2.704169842E-12,1509.7,50.622765,2.135042,0.028913,27.579166,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,63,1510,NMRFS,"Zand van Berg",1,1,1.5,2,1.6,1,0.7,1.1,1.1,5.3,15.1,18.7,27.3,11,10.5,1.4,0.3,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.01,3.46,0.88,115,0.000115,1220,,35.2,2.64,0.352,1.204046426E-12,1.204046426E-12,1510,50.14817,2.133821,0.034518,27.599873,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,68,1511.5,NMRFS,"Zand van Berg",0.9,0.9,2.3,3,2.4,1.3,0.8,0.9,1.6,6.4,16.5,29.4,26.8,2.7,3.5,0.7,0.3,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.009,3.65,0.92,69,6.9E-05,1210,,35,2.63,0.35,1.194177193E-12,1.194177193E-12,1511.5,52.380943,2.12114,0.035168,27.353363,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,69,1511.8,NMRFS,"Zand van Berg",0.9,0.9,2.7,3.6,3.1,1.6,1,1.2,1.5,5.9,14.1,25.7,29.8,3.7,4.1,0.6,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.009,3.69,0.98,115,0.000115,651,,33.8,2.65,0.338,6.424870683E-13,6.424870683E-13,1511.8,53.8564,2.111427,0.03,27.389542,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,70,1512.75,NMRFS,"Zand van Berg",0.4,0.4,1.2,1.7,1.3,0.7,0.6,0.9,1.3,5.6,14.2,28.3,36.4,3.3,3.2,0.3,0.2,0.1,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0.004,3.49,0.78,115,0.000115,1350,,36.6,2.65,0.366,1.332346455E-12,1.332346455E-12,1512.8,58.077934,2.121296,0.035929,27.797321,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,71,1513.25,NMRFS,"Zand van Berg",0.2,0.2,1,1.9,2.1,1.4,1,1.1,1.3,7.6,17.9,28.2,31.5,2.4,1.8,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.002,3.6,0.81,115,0.000115,713,,35.5,2.64,0.355,7.036763129E-13,7.036763129E-13,1513.3,53.028275,2.210226,0.048803,27.230858,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,72,1513.75,NLLFR,"Basaal Zand van Dongen",0.3,0.3,1.4,2.6,2.9,1.9,1.2,1.3,1.4,5.8,15.9,30.1,31,2,1.7,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.003,3.66,0.89,115,0.000115,1010,,35.6,2.64,0.356,9.96792533E-13,9.96792533E-13,1513.8,54.188141,2.243093,0.048834,26.752159,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,73,1514.25,NLLFR,"Basaal Zand van Dongen",0.3,0.3,1.2,2.3,2.5,1.7,1.2,1.3,1.7,7.3,16.3,28.7,31.8,2,1.2,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0.003,3.65,0.87,115,0.000115,871,,35.2,2.65,0.352,8.596101943E-13,8.596101943E-13,1514.3,53.394707,2.274233,0.052235,26.19865,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,74,1514.72,NLLFR,"Basaal Zand van Dongen",0.4,0.4,1.3,2.4,2.4,1.4,0.8,0.9,1.5,8.2,19.2,30.6,28.2,1.4,0.9,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.004,3.65,0.83,96,9.6E-05,716,,34.4,2.66,0.344,7.066370828E-13,7.066370828E-13,1514.7,51.592789,2.255985,0.033285,26.372444,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,75,1515.25,NLLFR,"Basaal Zand van Dongen",18.2,18.2,2.8,7.1,8.6,7.5,5.8,16.7,29,3,0.2,0.3,0.3,0.1,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.182,,,56,5.6E-05,28.5,,30.4,2.67,0.304,2.812731405E-14,2.812731405E-14,1515.3,55.140327,2.287974,0.039887,26.806061,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,76,1515.75,NLLFR,"Basaal Zand van Dongen",11,11,5,8.9,11.4,10,8.1,15.7,26.4,2.5,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.11,,,56,5.6E-05,14.9,,29.7,2.67,0.297,1.470515717E-14,1.470515717E-14,1515.8,48.548515,2.228168,0.041105,27.456261,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,77,1516.28,NLLFR,"Basaal Zand van Dongen",4.6,4.6,9.9,13.4,13.6,9.5,5,3.9,11.9,25.2,2.3,0.3,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.046,,,69,6.9E-05,8.13,,22.6,2.65,0.226,8.023686429E-15,8.023686429E-15,1516.3,47.846588,2.170016,0.017289,27.427448,0.15,0.5,0.35,,,"clay composition estimated"
AST-02,78,1516.78,NLLFR,"Basaal Zand van Dongen",13.5,13.5,10,15.5,20.2,16.1,11.4,7.1,2.4,3.2,0.2,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.135,,,12,1.2E-05,3.88,,26.1,2.67,0.261,3.829262404E-15,3.829262404E-15,1516.8,48.02784,2.181334,0.027882,26.479534,0.15,0.5,0.35,,,"clay composition estimated"
