,Unnamed: 0,well,sample_number,depth,strat_unit,strat_unit_Heederik1988,clay_percentage,0-2_micron,2-4_micron,4-8_micron,8-16_micron,16-25_micron,25-35_micron,35-50_micron,50-63_micron,63-75_micron,75-88_micron,88-105_micron,105-125_micron,125-150_micron,150-177_micron,177-210_micron,210-250_micron,250-300_micron,300-354_micron,354-420_micron,420-500_micron,500-600_micron,600-707_micron,707-850_micron,850-1000_micron,1000-1190_micron,1190-1410_micron,1410-1680_micron,1680-2000_micron,clay_fraction,phi_mean,phi_std,median_grain_size_mu,median_grain_size,kh_nitrogen_mDarcy,kv_nitrogen_mDarcy,helium_porosity,grain_density,porosity,kh,depth_log,GR,RHOB,DRHO,NPHI,kaolinite_fraction,illite_fraction,smectite_fraction,mixed_layer_fraction,chlorite_fraction,specific_surface_granular_fraction,ln_grainsize_mean,ln_grainsize_std,log10_grainsize_mean,log10_grainsize_std,median_grainsize
47,47,AST-02,45,1504.6,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,,36.3,2.66,0.363,9.47446368e-13,1504.6,45.912971,2.139174,0.012,27.199013,,,,,,,,,,,
48,48,AST-02,46,1504.9,NMRFS,Zand van Berg,5.9,5.9,4.2,4.6,3.5,2.0,1.3,1.4,2.4,7.8,18.6,24.9,20.6,2.0,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,4.02,1.11,96.0,9.6e-05,244.0,,31.4,2.69,0.314,2.408092852e-13,1504.9,43.269073,2.132095,0.013266,27.225151,,,,,,78.60420040384965,-9.709436538301015,1.0712418580931653,-4.216754710973941,1.0712418580931653,0.00010196498128559662
49,49,AST-02,47,1502.2,NMRFS,Zand van Berg,2.1,2.1,1.9,2.9,2.3,1.6,1.2,1.5,2.8,7.3,21.1,29.7,22.4,2.2,0.6,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,3.8,0.95,96.0,9.6e-05,2520.0,,37.6,2.66,0.376,2.487046716e-12,1502.2,51.282303000000006,2.135538,0.011613,27.876282,0.0,0.3,0.65,0.05,0.0,54.33445901864242,-9.53236495400122,0.8146574596699103,-4.139853499010674,0.8146574596699103,9.54642079085533e-05
50,50,AST-02,48,1505.5,NMRFS,Zand van Berg,1.9,1.9,2.5,3.3,2.3,1.4,0.8,1.1,2.4,6.2,19.4,28.7,25.4,3.4,0.8,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,3.76,0.95,96.0,9.6e-05,516.0,,32.5,2.67,0.325,5.092524228e-13,1505.5,41.948502000000005,2.1628580000000004,0.046326,26.360560999999997,,,,,,59.227579842758324,-9.529613254348554,0.859480091079418,-4.138658451035667,0.859480091079418,9.414270069103293e-05
51,51,AST-02,49,1505.8,NMRFS,Zand van Berg,1.4,1.4,2.5,3.0,2.5,1.2,0.7,0.9,1.2,6.4,20.4,29.3,26.0,3.5,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,3.7,0.89,96.0,9.6e-05,1370.0,,36.7,2.66,0.36700000000000005,1.352084921e-12,1505.8,40.300072,2.15501,0.038959,26.814334999999996,,,,,,58.18633320605341,-9.47824575902216,0.8340059675202647,-4.116349831266222,0.8340059675202647,0.0001044715821382457
52,52,AST-02,50,1506.1,NMRFS,Zand van Berg,1.4,1.4,2.0,3.1,2.6,1.7,1.0,1.6,1.4,7.8,19.1,28.1,23.1,2.7,0.7,0.2,0.4,0.6,1.1,0.7,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,3.69,1.01,96.0,9.6e-05,748.0,,34.1,2.66,0.341,7.382186284000001e-13,1506.1,39.805237,2.12072,0.015597,26.662215999999997,,,,,,55.54988433911337,-9.524866486882019,0.8957464106767222,-4.136596956118073,0.8957464106767222,9.03264733724645e-05
53,53,AST-02,51,1506.4,NMRFS,Zand van Berg,1.7,1.7,2.7,3.8,2.8,1.5,0.8,1.3,0.7,6.2,15.3,31.3,25.7,2.9,1.0,0.2,0.3,0.4,0.5,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,3.7,0.99,96.0,9.6e-05,793.0,,35.3,2.67,0.353,7.826301769e-13,1506.4,40.763366999999995,2.098352,0.0021609999999999997,27.505245000000002,,,,,,62.70603327923878,-9.500088611593196,0.8510143692340384,-4.125836061606847,0.8510143692340384,9.95504603401959e-05
54,54,AST-02,52,1506.7,NMRFS,Zand van Berg,1.1,1.1,1.3,2.4,1.9,1.3,0.8,1.4,1.7,5.2,15.6,32.1,29.0,3.2,1.3,0.2,0.2,0.3,0.4,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,3.61,0.89,96.0,9.6e-05,1270.0,,35.6,2.66,0.35600000000000004,1.253392591e-12,1506.7,44.805428000000006,2.093804,0.005078,27.945068,,,,,,46.03326638745718,-9.385539094633904,0.6968541820310966,-4.076087838486747,0.6968541820310966,9.342400325779503e-05
55,55,AST-02,53,1507.0,NMRFS,Zand van Berg,1.3,1.3,2.0,3.3,2.5,1.5,0.7,1.3,0.8,4.6,13.1,32.7,30.5,3.4,1.6,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,3.65,0.91,96.0,9.6e-05,1550.0,,38.1,2.65,0.381,1.529731115e-12,1507.0,47.184578,2.103652,0.014231,27.75,,,,,,55.12980617440557,-9.429605502498676,0.7708182984120421,-4.095225636259714,0.7708182984120421,9.887840988493186e-05
56,56,AST-02,54,1507.3,NMRFS,Zand van Berg,1.8,1.8,1.9,3.6,3.0,1.9,1.2,1.4,0.4,5.5,18.4,32.7,24.1,2.0,1.2,0.3,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,3.74,3.95,96.0,9.6e-05,620.0,,34.3,2.65,0.34299999999999997,6.118924460000001e-13,1507.3,45.538810999999995,2.109222,0.019571,27.71677,,,,,,57.403053896128924,-9.530324279650424,0.8315590633895494,-4.138967245400763,0.8315590633895494,9.25138485402798e-05
57,57,AST-02,55,1507.6,NMRFS,Zand van Berg,1.1,1.1,1.5,2.5,2.0,1.5,0.9,1.5,1.2,6.2,19.1,35.4,22.4,1.8,1.7,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,3.66,0.88,96.0,9.6e-05,1180.0,,35.5,2.65,0.355,1.164569494e-12,1507.6,39.339523,2.098201,0.016441,27.190784000000004,,,,,,48.83209190895455,-9.454965203226939,0.7249876501515041,-4.106239214348717,0.7249876501515041,8.921980638548081e-05
58,58,AST-02,56,1507.9,NMRFS,Zand van Berg,0.9,0.9,1.3,2.0,1.8,1.2,0.8,1.2,1.0,6.9,22.2,30.0,21.9,3.8,3.5,0.9,0.3,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.6,0.83,96.0,9.6e-05,1550.0,,35.6,2.65,0.35600000000000004,1.529731115e-12,1507.9,38.687034999999995,2.096524,0.018616,26.874233,,,,,,44.769818457813585,-9.420181760636364,0.7069374116911895,-4.091132957170034,0.7069374116911895,8.936833807789842e-05
59,59,AST-02,57,1508.2,NMRFS,Zand van Berg,0.8,0.8,1.0,1.7,1.6,1.2,0.8,1.2,1.7,6.1,17.6,30.5,24.9,4.1,4.9,1.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.008,3.56,0.84,96.0,9.6e-05,1670.0,,34.8,2.65,0.348,1.648161911e-12,1508.2,46.980315999999995,2.1103560000000003,0.023765,27.293045000000003,,,,,,40.73032547857324,-9.401356022731669,0.6787477053278643,-4.082957043080267,0.6787477053278643,9.208961775455504e-05
60,60,AST-02,58,1508.5,NMRFS,Zand van Berg,0.6,0.6,1.0,1.4,1.3,0.8,0.6,0.8,0.8,3.8,13.7,29.3,28.7,6.3,8.1,2.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,3.42,0.77,96.0,9.6e-05,1780.0,,36.3,2.65,0.363,1.756723474e-12,1508.5,50.056923,2.1244650000000003,0.027938,27.406384000000003,,,,,,37.409940567570274,-9.282147287973167,0.6330631298626759,-4.0311853473799815,0.6330631298626759,9.051204921947885e-05
61,61,AST-02,59,1508.8,NMRFS,Zand van Berg,0.6,0.6,1.1,1.5,1.5,1.0,0.8,1.3,1.3,5.0,14.9,26.9,27.7,6.2,7.0,2.0,0.5,0.3,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.006,3.48,0.84,115.0,0.00011499999999999999,1410.0,,34.9,2.64,0.349,1.3915618530000001e-12,1508.8,48.397858,2.122377,0.023306999999999998,27.35107,,,,,,39.580776158678134,-9.299969293645193,0.6163383289842052,-4.038925346099789,0.6163383289842052,9.894108924862004e-05
62,62,AST-02,62,1509.7,NMRFS,Zand van Berg,0.5,0.5,0.7,1.3,1.2,0.8,0.7,0.7,0.2,3.9,13.9,23.0,27.1,11.5,12.4,1.5,0.3,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005,3.34,0.74,115.0,0.00011499999999999999,2740.0,,37.1,2.64,0.371,2.704169842e-12,1509.7,50.622765,2.135042,0.028913,27.579165999999997,,,,,,34.02548515484524,-9.203119439197401,0.5832482819914445,-3.996863988739981,0.5832482819914445,0.0001170536100500831
63,63,AST-02,63,1510.0,NMRFS,Zand van Berg,1.0,1.0,1.5,2.0,1.6,1.0,0.7,1.1,1.1,5.3,15.1,18.7,27.3,11.0,10.5,1.4,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.46,0.88,115.0,0.00011499999999999999,1220.0,,35.2,2.64,0.35200000000000004,1.2040464259999998e-12,1510.0,50.14817,2.1338209999999997,0.034518,27.599873,,,,,,43.72604746863815,-9.35338764040946,0.7133460024892351,-4.062124639331907,0.7133460024892351,0.00010899156666320825
64,64,AST-02,68,1511.5,NMRFS,Zand van Berg,0.9,0.9,2.3,3.0,2.4,1.3,0.8,0.9,1.6,6.4,16.5,29.4,26.8,2.7,3.5,0.7,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.65,0.92,69.0,6.9e-05,1210.0,,35.0,2.63,0.35,1.1941771929999999e-12,1511.5,52.380943,2.12114,0.035168,27.353363,,,,,,56.30108391998254,-9.47969087267271,0.835055028893162,-4.116977436150379,0.835055028893162,0.0001009425776449581
65,65,AST-02,69,1511.8,NMRFS,Zand van Berg,0.9,0.9,2.7,3.6,3.1,1.6,1.0,1.2,1.5,5.9,14.1,25.7,29.8,3.7,4.1,0.6,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.69,0.98,115.0,0.00011499999999999999,651.0,,33.8,2.65,0.33799999999999997,6.424870683e-13,1511.8,53.8564,2.111427,0.03,27.389542,,,,,,62.61165740613346,-9.541786433456819,0.9015381939720445,-4.143945195549607,0.9015381939720445,9.308003066500685e-05
66,66,AST-02,70,1512.75,NMRFS,Zand van Berg,0.4,0.4,1.2,1.7,1.3,0.7,0.6,0.9,1.3,5.6,14.2,28.3,36.4,3.3,3.2,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.004,3.49,0.78,115.0,0.00011499999999999999,1350.0,,36.6,2.65,0.366,1.332346455e-12,1512.8,58.077934,2.121296,0.035929,27.797321000000004,,,,,,40.80070884508802,-9.317508147237609,0.6527097888383049,-4.046542373433886,0.6527097888383049,0.0001007976493448634
67,67,AST-02,71,1513.25,NMRFS,Zand van Berg,0.2,0.2,1.0,1.9,2.1,1.4,1.0,1.1,1.3,7.6,17.9,28.2,31.5,2.4,1.8,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,3.6,0.81,115.0,0.00011499999999999999,713.0,,35.5,2.64,0.355,7.036763129000001e-13,1513.3,53.028275,2.210226,0.048803,27.230858,,,,,,43.07083040805048,-9.412698788132607,0.6612954473940744,-4.087883143503413,0.6612954473940744,9.946598781417232e-05
68,68,AST-02,72,1513.75,NLLFR,Basaal Zand van Dongen,0.3,0.3,1.4,2.6,2.9,1.9,1.2,1.3,1.4,5.8,15.9,30.1,31.0,2.0,1.7,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3.66,0.89,115.0,0.00011499999999999999,1010.0,,35.6,2.64,0.35600000000000004,9.96792533e-13,1513.8,54.188141,2.243093,0.048833999999999995,26.752159000000002,,,,,,50.205956160151594,-9.45972701536495,0.7725236863222326,-4.1083072430841145,0.7725236863222326,9.862942317174624e-05
69,69,AST-02,73,1514.25,NLLFR,Basaal Zand van Dongen,0.3,0.3,1.2,2.3,2.5,1.7,1.2,1.3,1.7,7.3,16.3,28.7,31.8,2.0,1.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3.65,0.87,115.0,0.00011499999999999999,871.0,,35.2,2.65,0.35200000000000004,8.596101943000001e-13,1514.3,53.394707,2.274233,0.052235000000000004,26.19865,,,,,,47.06459187878388,-9.450869632542885,0.7011245224047274,-4.104460530600388,0.7011245224047274,9.050132332992614e-05
70,70,AST-02,74,1514.72,NLLFR,Basaal Zand van Dongen,0.4,0.4,1.3,2.4,2.4,1.4,0.8,0.9,1.5,8.2,19.2,30.6,28.2,1.4,0.9,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,3.65,0.83,96.0,9.6e-05,716.0,,34.4,2.66,0.344,7.066370828e-13,1514.7,51.592789,2.255985,0.033285,26.372444,,,,,,47.7750451777579,-9.458212769616834,0.7272429659075728,-4.1076496145114625,0.7272429659075728,9.536941787879991e-05
71,71,AST-02,75,1515.25,NLLFR,Basaal Zand van Dongen,18.2,18.2,2.8,7.1,8.6,7.5,5.8,16.7,29.0,3.0,0.2,0.3,0.3,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,,,56.0,5.6000000000000006e-05,28.5,,30.4,2.67,0.304,2.8127314049999995e-14,1515.3,55.140327,2.287974,0.039887,26.806061,,,,,,98.55246539913449,-10.493585775938644,0.899344175089744,-4.557306397868607,0.899344175089744,4.312654885940116e-05
72,72,AST-02,76,1515.75,NLLFR,Basaal Zand van Dongen,11.0,11.0,5.0,8.9,11.4,10.0,8.1,15.7,26.4,2.5,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,,,56.0,5.6000000000000006e-05,14.9,,29.7,2.67,0.297,1.4705157169999997e-14,1515.8,48.548515,2.228168,0.041105,27.456260999999998,,,,,,129.90692898841635,-10.5943587474594,0.8880170152603594,-4.601071543325064,0.8880170152603594,4.026568373588758e-05
73,73,AST-02,77,1516.28,NLLFR,Basaal Zand van Dongen,4.6,4.6,9.9,13.4,13.6,9.5,5.0,3.9,11.9,25.2,2.3,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,,,69.0,6.9e-05,8.13,,22.6,2.65,0.226,8.023686429e-15,1516.3,47.846588,2.170016,0.017289,27.427448,,,,,,181.0789357464014,-10.71925359631427,1.131144265490721,-4.655312687000874,1.131144265490721,2.678419734794365e-05
74,74,AST-02,78,1516.78,NLLFR,Basaal Zand van Dongen,13.5,13.5,10.0,15.5,20.2,16.1,11.4,7.1,2.4,3.2,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,,,12.0,1.2e-05,3.88,,26.1,2.67,0.261,3.829262404e-15,1516.8,48.027840000000005,2.181334,0.027882,26.479534,,,,,,204.35510766864456,-11.178135096762439,0.8424257589496376,-4.854602390493,0.8424257589496376,1.1392053195496794e-05
